Nombre Artista,Reproducciones,Oyentes,Biografia,Artistas Similares,Tags,Ontour
Tina Turner,20792691,1644377,"Tina Turner (born Anna Mae Bullock; November 26, 1939 – May 24, 2023) was an American-born Swiss singer, songwriter, and actress. She gained initial recognition as the lead vocalist of the musical duo Ike & Tina Turner, which became known for its energetic live performances and a series of hit songs. The duo disbanded following their divorce in 1976.

Following the end of the partnership, Turner launched a solo career and achieved significant commercial success. <a href=""https://www.last.fm/music/Tina+Turner"">Read more on Last.fm</a>","Ike & Tina Turner, Cher, Whitney Houston, Diana Ross, Cyndi Lauper","pop, soul, rock, female vocalists, 80s",0
Earth,9875038,321957,"There is more than one artist with this name:

1) Earth is an American musical group based in Olympia, Washington, formed in 1989 and led by the guitarist Dylan Carlson. Earth's music is nearly all instrumental, and can be divided into two distinct stages. Their early work is characterized by distortion, droning, minimalism, and lengthy, repetitive song structures. The band's later output reduces the distortion while incorporating elements of country, jazz rock, and folk. <a href=""https://www.last.fm/music/Earth"">Read more on Last.fm</a>","Sunn O))), Om, Nadja, Bongripper, Boris","drone, doom metal, drone doom, Stoner Rock, Doom",1
Joan Manuel Serrat,3306898,186613,"Joan Manuel Serrat i Teresa (born December 27, 1943 in Barcelona) is a Catalan singer-songwriter.

Catalan singer-songwriter Joan Manuel Serrat got involved in music at the age of 17, when he got his first guitar, to which he dedicates one of his earliest songs, ""Una guitarra.""

In early 60's the young artist participated in a pop band playing along with classmates at Barcelona's Agronomy School, doing mainly Beatles stuff and Italian 'pop-of-the-era' songs translated to Spanish. <a href=""https://www.last.fm/music/Joan+Manuel+Serrat"">Read more on Last.fm</a>","Pablo Milanés, Joaquín Sabina, Alberto Cortez, Silvio Rodríguez, Luis Eduardo Aute","cantautor, spanish, folk, singer-songwriter, catalan",0
R.E.M.,149899193,4203761,"1) R.E.M. was an American alternative rock band from Athens, Georgia, formed in 1980 by drummer Bill Berry, guitarist  Peter Buck, bassist/backing vocalist  Mike Mills, and lead vocalist  Michael Stipe. One of the first alternative rock bands, R.E.M. was noted for Buck's ringing, arpeggiated guitar style, Stipe's distinctive vocal quality and obscure lyrics, Mills's melodic basslines and backing vocals, and Berry's tight, economical style of drumming.  <a href=""https://www.last.fm/music/R.E.M."">Read more on Last.fm</a>","U2, The Replacements, 10,000 Maniacs, Sugar, Pixies","rock, alternative rock, alternative, indie, pop",0
Two Door Cinema Club,123116507,2999887,"Two Door Cinema Club is a Bangor and Donaghadee, Northern Ireland, UK, electropop / alternative band, formed 2007, consisting of Alex Trimble (vocals, guitar), Kevin Baird (bass, vocals), Sam Halliday (guitar, vocals) and, live only, Benjamin Thompson (drums) and Jacob Berry (keyboard, vocals).  The band has released four albums: ""Tourist History"" (2010), ""Beacon"" (2012), ""Gameshow"" (2016), and ""False Alarm"" (2019).

The band's name resulted from Halliday's mispronunciation of the local cinema's name, Tudor Cinema. <a href=""https://www.last.fm/music/Two+Door+Cinema+Club"">Read more on Last.fm</a>","The Wombats, Foster the People, Saint Motel, Phoenix, Foals","indie, electronic, british, alternative, synth indie rock",0
Jungle,49686802,1526852,"There are several artists using the moniker 'Jungle'.

1.  Jungle is an English modern soul musical collective founded by childhood friends, Tom McFarland and Josh Lloyd-Watson.
 Jungle was formed at the beginning of 2013, choosing to put an aesthetic emphasis on the music’s surrounding artwork and videos, and not on the pairs' own identity, (McFarland and Lloyd-Watson came to be known as J and T). Throughout the following year Jungle developed its nature as a collective by working with different artists across diverse disciplines. <a href=""https://www.last.fm/music/Jungle"">Read more on Last.fm</a>","Neil Frances, Franc Moody, Loaded Honey, Darius, Flight Facilities","electronic, psychedelic, techno, jungle, funk",0
Jhené Aiko,61255138,1274687,"Jhené Aiko Efuru Chilombo (born March 16, 1988), better known as Jhené Aiko or simply Jhené, is an American singer-songwriter and recording artist from Los Angeles, California. Jhené was Formerly signed to The Ultimate Group and Epic Records, she left both labels in order to continue her education. Aiko began her career being known as ""Lil' Fizz's cousin"", however she is not actually related to him. It was used as a marketing tool suggested by Sony and Epic to promote her through the R&B group B2K and attract an audience <a href=""https://www.last.fm/music/+noredirect/Jhen%C3%A9+Aiko"">Read more on Last.fm</a>","Summer Walker, Mariah the Scientist, TWENTY88, Tink, H.E.R.","rnb, soul, pop, female vocalists, r&b",1
IZAL,2934796,63820,"In 2010, with more than 10 years of experience behind them, five musicians came together to form IZAL. A band made up of Mikel Izal (vocals, composer, guitar, ukulele), Emanuel Pérez “Gato” (bass), Alejandro Jordá (drums and percussion), Alberto Pérez (guitar, Lap Steel) and Iván Mella (piano, keyboards, synthesizers ). Coming from different geographical locations, Madrid became their ""base"" of operations, which is why the name ""Madrid band"" has been highly honored since its inception, despite not being originally from the capital. <a href=""https://www.last.fm/music/Izal"">Read more on Last.fm</a>","Viva Suecia, Vetusta Morla, Arde Bogotá, Lori Meyers, Supersubmarina","indie pop, indie, indie rock, rock, spanish",0
Alfie Boe,305127,31994,"When Alfie began his studies at the Royal College of Music as an opera singer he was encouraged to explore this beautiful classical folk music. As he immersed himself in the history of these arias he was immediately hooked on the tradition it was steeped in & his love affair had begun! ""When I'm performing these songs it's the music and the words that are telling the story and that's where the passion comes from. I really connect with the people and their love and emotion for their homeland,"" explains Alfie. <a href=""https://www.last.fm/music/Alfie+Boe"">Read more on Last.fm</a>","John Owen-Jones, Lesley Garrett, Faryl Smith, Natasha Marsh, Amici Forever","Alfie boe, Classical, Broadway, musicals, Musical theatre",0
The-Dream,10087559,957825,"The-Dream: Terius Youngdell Nash (born June 14, 1978 in Rockingham, North Carolina), better known by his stage name The-Dream, is is a Grammy Award winning American R&B singer-songwriter, producer and Executive Vice President of Island Def Jam Records. In 2007 he released his debut album Love Hate which spawned three top 20 singles. In 2009 he released his second album, Love vs. Money , which reached #2 on the Billboard 200 and features guest appearances from artists such as Kanye West. <a href=""https://www.last.fm/music/The-Dream"">Read more on Last.fm</a>","J. Holiday, Trey Songz, Pretty Ricky, Pleasure P, Mario","rnb, r&b, male vocalists, urban, Hip-Hop",0
The Cure,363331808,5152707,"The Cure are a British gothic rock/post-punk/new wave band which formed in 1976 in Crawley, England, United Kingdom. 

The band originally consisted of Robert Smith (vocals, guitar), Pearl Thompson (guitar), Michael Dempsey (bass), and Lol Tolhurst (drums), with the band's lineup overgoing several changes throughout the years and Smith remaining as the only constant member throughout the band's history. The band currently consists of Smith (vocals <a href=""https://www.last.fm/music/The+Cure"">Read more on Last.fm</a>","Siouxsie and the Banshees, Bauhaus, Joy Division, The Glove, Echo & the Bunnymen","post-punk, new wave, alternative, 80s, rock",0
Alicia Keys,96640221,4003165,"
Alicia Augello Cook (born January 25, 1981), better known by her stage name Alicia Keys, is an American recording artist, musician and actress. She was raised by a single mother in the Hell's Kitchen area of Manhattan in New York City, New York, United States. At age seven, Keys began to play classical music on the piano. She attended Professional Performing Arts School and graduated at 16 as valedictorian. She later attended Columbia University before dropping out to pursue her music career. <a href=""https://www.last.fm/music/Alicia+Keys"">Read more on Last.fm</a>","Mary J. Blige, Destiny's Child, Toni Braxton, Christina Aguilera, Whitney Houston","soul, rnb, female vocalists, pop, singer-songwriter",0
ZZ Top,45649833,2159887,"ZZ Top is a hard rock band formed in 1969 in Houston, Texas. For 51 years, it was composed of vocalist-guitarist Billy Gibbons, drummer Frank Beard and bassist-vocalist Dusty Hill, until Hill's death in 2021. ZZ Top had developed a signature sound based on Gibbons' blues guitar playing style and Hill and Beard's rhythm section. They are popular for their live performances, sly and humorous lyrics, and the matching appearances of Gibbons and Hill, who wore sunglasses, hats and long beards. <a href=""https://www.last.fm/music/ZZ+Top"">Read more on Last.fm</a>","Lynyrd Skynyrd, Molly Hatchet, AC/DC, Foghat, Bad Company","blues rock, classic rock, hard rock, Southern Rock, rock",0
Adrianne Lenker,92764120,1172111,"Adrianne Lenker is an American singer, songwriter, and guitarist born on July 9, 1991, in Indianapolis, Indiana. She is best known as the lead vocalist and songwriter for the indie folk band Big Thief. In addition to her work with the band, Lenker also has a notable solo career, with albums such as Abysskiss (2018), Songs and Instrumentals (2020), and Bright Future (2024), the latter of which was nominated for a Grammy for Best Folk Album.

Her music is marked by introspective and emotional lyrics <a href=""https://www.last.fm/music/Adrianne+Lenker"">Read more on Last.fm</a>","Big Thief, Haley Heynderickx, Lomelda, Searows, Phoebe Bridgers","singer-songwriter, indie folk, folk, female vocalists, indie",0
Childish Gambino,292966256,3516980,"Donald McKinley Glover, Jr (born September 25, 1983) is an American actor, comedian and musician. As a recording artist, he usually performs with the stage name Childish Gambino. While a disk jockey, he performs as mcDJ. He first came to attention for his work with Derrick Comedy and with the help of Tina Fey, was hired at the age of 21 to become a writer for the NBC comedy series 30 Rock. He later played college student Troy Barnes on the NBC sitcom Community. <a href=""https://www.last.fm/music/Childish+Gambino"">Read more on Last.fm</a>","Tyler, The Creator, Chance the Rapper, Vince Staples, Kid Cudi, Mac Miller","Hip-Hop, rap, hip hop, indie, underground hip-hop",1
Khruangbin,42163839,987901,"Khruangbin (IPA: /ˈkɹʌŋbɪn/) is an American three-piece band from Houston, Texas, formed of Laura Lee on bass, Mark Speer on guitar, and Donald Johnson on drums. The trio's first single 'A Calf Born In Winter' was released in May 2014 by Late Night Tales offshoot Night Time Stories, and saw support from DJs Zane Lowe, Cerys Matthews, Tom Ravenscroft, Gideon Coe and magazines as musically diverse as Test Pressing, For Folks Sake, i-D, The 405 and Ransom Note. <a href=""https://www.last.fm/music/Khruangbin"">Read more on Last.fm</a>","Arc De Soleil, BALTHVS, Menahan Street Band, Glass Beams, Allah-Las","funk, psychedelic, Psychedelic Rock, rock, USA",1
James Brown,36095881,2325671,"James Joseph Brown (May 3, 1933 – December 25, 2006) was an American entertainer, record producer, and bandleader. The central progenitor of funk music and a major figure of 20th century music, he is often referred to by the honorific nicknames ""the Hardest Working Man in Show Business"", ""Godfather of Soul"", ""Mr. Dynamite"", and ""Soul Brother No. 1"". In a career that lasted more than 50 years, he influenced the development of several music genres. <a href=""https://www.last.fm/music/James+Brown"">Read more on Last.fm</a>","James Brown & The Famous Flames, The J.B.'s, Lyn Collins, Sly & The Family Stone, Ohio Players","funk, soul, rhythm and blues, blues, rnb",0
